sentences,pos,scale_type
It was n't totally_m dry_p but it was not wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was kinda_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was sorta_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was kinda_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was sorta_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was slightly_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was partially_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was slightly_m dry_p.,adj,abs
It was n't completely_m dry_p but it was not wet_p either. It was partially_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was kinda_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was sorta_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't completely_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was kinda_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was sorta_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was not wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was kinda_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was sorta_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was slightly_m dry_p.,adj,abs
It was n't totally_m dry_p but it was n't wet_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was not wet_p but it was n't totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was not totally_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't extremely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't ridiculously_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was kinda_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was sorta_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was slightly_m dry_p.,adj,abs
It was n't wet_p but it was n't completely_m dry_p either. It was partially_m dry_p.,adj,abs
